Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Bongo Man","Jimmy Cliff Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106676761/bongo-man,1.8,-1,Boulder,V1+,1,15,34.01273,-116.1793
Dollop,"Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106385988/dollop,1.3,-1,Boulder,V-easy,1,10,34.01678,-116.16358
"My Way","Igneous Boulder > Echo Cove Bouldering > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108017903/my-way,1.7,-1,Boulder,V5,1,,34.02588,-116.1595
"Greenhorn  Route","Xenolithic Boulder > Loveland Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106379335/greenhorn-route,1.6,-1,Boulder,"V-easy R",1,20,34.01707,-116.04227
Blort,"The Broken Boulder > AFPA Rock Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106112248/blort,1.6,-1,Boulder,V4,1,15,34.04009,-116.19387
"Value Pack","Value Boulder > Echo Rock Boulders > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106129865/value-pack,1.6,-1,Boulder,V2,1,12,34.02599,-116.15725
Ace,"Black Lichen Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106039411/ace,1.4,-1,Boulder,V-easy,1,10,33.98603,-116.15961
"Descent Route","Triangle Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111704760/descent-route,1.5,-1,Boulder,"V-easy PG13",1,16,34.01678,-116.16341
"Unnamed V0","Unnamed Boulder > Chunky Boulder and Trance Stone > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109964679/unnamed-v0,1.5,-1,Boulder,V0,1,15,34.01837,-116.16889
"Oak Tree Slab","Oak Tree Boulder > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106355610/oak-tree-slab,1.4,-1,Boulder,V-easy,1,15,34.02389,-116.17714
Tidbit,"Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106382747/tidbit,1.5,-1,Boulder,V-easy,1,10,34.01678,-116.16358
Stinger,"Chocolate Boulder 3 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106143798/stinger,1.5,-1,Boulder,V2,1,15,34.06269,-116.22639
"JBMF Descent Route","JBMF Boulder > JBMF Boulders > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725458/jbmf-descent-route,1.1,-1,Boulder,V-easy,1,10,34.0152,-116.16631
"Problem B","False Hueco Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112458692/problem-b,1.8,-1,Boulder,V4,1,15,34.01912,-116.16529
"Problem A","Under Lizzy Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112453955/problem-a,1.6,-1,Boulder,V-easy,1,12,34.01907,-116.16609
"Unnamed V1","Bighorn Boulder > Bighorn Pass Boulders > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111338783/unnamed-v1,1.6,-1,Boulder,V1,1,13,34.02828,-116.12237
"Medicine Man","Little Big Horn Boulder > Little Bighorn Area > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106277676/medicine-man,1.6,-1,Boulder,V0+,1,12,34.01369,-116.15482
"Unnamed .7","Unnamed Boulder > Chunky Boulder and Trance Stone > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109964808/unnamed-7,1.6,-1,Boulder,"V-easy R",1,,34.01837,-116.16889
Backscratcher,"Beak Rock > Echo Rock Boulders > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106150435/backscratcher,1.6,-1,Boulder,V0-,1,10,34.02415,-116.1552
"Northwest Face","The Gumdrop > Echo Rock Boulders > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106128024/northwest-face,1.6,-1,Boulder,V1,1,19,34.0252,-116.1541
"South Face Left","Campfire Crag Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106643688/south-face-left,1.7,-1,Boulder,V0-,1,12,34.09495,-116.15859
Unknown,"Atlantis Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/117007525/unknown,1.6,-1,Boulder,V-easy,1,8,34.01805,-116.18041
"Unnamed 2","Land of the Lost Boulder > Echo Cove Bouldering > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120494796/unnamed-2,1.5,-1,Boulder,V-easy,1,10,34.0261,-116.15844
"Left Lieback","Twin Lieback Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121785934/left-lieback,1.7,-1,Boulder,V3,1,12,34.02133,-116.16233
"Mantel of Authority","School Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120273547/mantel-of-authority,1.7,-1,Boulder,V1,1,9,34.01693,-116.16366
"Unnamed V1 (one)","Boulder 2 > Lonely Stones 2 > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121626988/unnamed-v1-one,1.7,-1,Boulder,V1+,1,,34.08698,-116.24997
"False Grit","JBMF Boulder > JBMF Boulders > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112383178/false-grit,1.6,-1,Boulder,V3,1,13,34.0152,-116.16631
"Poor Man's Blue","Fade > Bighorn Pass Boulders > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120112926/poor-mans-blue,1.7,-1,Boulder,V1,1,11,34.02846,-116.12202
"IDC Problem","Iron Door Cave Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725488/idc-problem,1.8,-1,Boulder,V2,1,15,34.02081,-116.16521
"Smooth as a Baby's Ass","Shard Boulder > Indian Wave Boulders > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106126069/smooth-as-a-babys-ass,1.7,-1,Boulder,V2,1,13,34.02663,-116.14105
"Liquor in the Rear","Mullet Bloc > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106644560/liquor-in-the-rear,1.7,-1,Boulder,V7-,1,10,34.04548,-116.10464
Bubblebutt,"The Broken Boulder > AFPA Rock Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106649368/bubblebutt,1.7,-1,Boulder,V4,1,15,34.04009,-116.19387
"Bedrock Arete","Tidal Wave Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106332206/bedrock-arete,1.7,-1,Boulder,V0,1,15,34.02066,-116.16503
"Hershey Kiss West Arete","Hershey Kiss Boulder > HVCG East > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106292535/hershey-kiss-west-arete,1.7,-1,Boulder,V1,1,15,34.01824,-116.16036
Alfalfa,"Little Rascal Rock > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106120208/alfalfa,1.7,-1,Boulder,V2,1,15,34.00317,-116.14909
"Browning Arete","Browning Boulder > JBMF Boulders > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106129838/browning-arete,1.7,-1,Boulder,V4,1,15,34.01533,-116.16652
"Split End Left","Intersection Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116170265/split-end-left,1.5,-1,Boulder,V1+,1,9,34.01538,-116.16346
Unnamed,"Yabo Roof Area > JBMF Boulders > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/110146339/unnamed,1.5,-1,Boulder,V0,1,8,34.01468,-116.1658
"Rotten Teeth","Chocolate Chip > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109990589/rotten-teeth,1.4,-1,Boulder,V-easy,1,8,34.06262,-116.22637
Chum,"Sidekick Boulder > Big Brother Boulders > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106340748/chum,1.5,-1,Boulder,V4,1,12,34.00036,-116.14668
"House Brew","French Roast Boulder > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106314695/house-brew,1.3,-1,Boulder,V-easy,1,10,33.98935,-116.16356
"West Face Center","Group Camp 1 Boulders > Group Campsites Road > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107215296/west-face-center,1.5,-1,Boulder,V-easy,1,12,34.09705,-116.16531
"Smear Tactics","Value Boulder > Echo Rock Boulders > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106150446/smear-tactics,1.5,-1,Boulder,V0,1,15,34.02599,-116.15725
Zinger,"Zinger Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106126599/zinger,1.5,-1,Boulder,V2,1,15,34.01237,-116.16243
"South Face Center","Campfire Crag Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106643446/south-face-center,1.3,-1,Boulder,V-easy,1,12,34.09495,-116.15859
"Fire Dance","Campfire Crag Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106643721/fire-dance,1.3,-1,Boulder,V-easy,1,12,34.09495,-116.15859
"West Face","Entrance Boulder > Entrance Boulder & Vicinity > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106143774/west-face,1.4,-1,Boulder,V-easy,1,15,34.01256,-116.16836
"Java Junkie","French Roast Boulder > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106314702/java-junkie,1.4,-1,Boulder,V-easy,1,10,33.98935,-116.16356
"Don't Puss","Scratch-N-Sniff Boulder > Miledi Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105790170/dont-puss,1.4,-1,Boulder,V0-,1,18,34.07647,-116.24317
Nutri-Grain,"Seven Grain Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106711028/nutri-grain,1.2,-1,Boulder,V-easy,1,11,33.98592,-116.15933
"Browning Slab","Meadows Boulder > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112813883/browning-slab,1.5,-1,Boulder,V2,1,,33.99418,-116.14301
Zarmog,"Zarmog > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109774174/zarmog,1.5,-1,Boulder,V2,1,10,33.99782,-116.14701
"The Womb","Pixie Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724459/the-womb,1.6,-1,Boulder,V-easy,1,10,34.09441,-116.15612
"Interceptor 2","Interceptor Boulder > Asteroid Boulder Area > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109969496/interceptor-2,1.5,-1,Boulder,V0,1,11,34.01191,-116.15107
"The Church of the Jack Lord","The Broken Boulder > AFPA Rock Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106112272/the-church-of-the-jack-lord,1.8,-1,Boulder,"V0- R",1,20,34.04009,-116.19387
Afterthought,"Classic Thin Crack Boulder > Echo Cove Bouldering > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106663370/afterthought,1.5,-1,Boulder,V0,1,12,34.02534,-116.15881
"Lip Encounter   2","Master Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106159662/lip-encounter-2,1.5,-1,Boulder,V2,1,20,33.983,-116.15545
Babyface,"Shard Boulder > Indian Wave Boulders > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106126074/babyface,1.5,-1,Boulder,V-easy,1,13,34.02663,-116.14105
Brindle,"Equine Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106632948/brindle,1.5,-1,Boulder,V-easy,1,11,34.01236,-116.17885
